Respondent_ID,Age_Group,City_Tier,Occupation,Monthly_Reading_Hours,Primary_Format,Reading_Motivation,Attention_Span,Aesthetic_Importance,Influence_Source,Design_Language,Comp_Tea_Coffee,Comp_Scented_Candle,Comp_Music,Comp_Snacks,Annotation_Style,Inv_Kindle,Inv_Reading_Light,Inv_Bookmarks,Inv_Scented_Candles,Inv_Planner,Favorite_Genre,Gifting_Frequency,Monthly_Lifestyle_Spend,Price_Threshold_Cheap,Price_Threshold_Expensive,Coffee_Benchmark,Customization_Premium,Eco_Importance,Material_Preference,AI_Trust,Subscription_Interest,Final_Intent
RESP_0407,18-24,Tier 1,Other,12,E-books/Kindle,Digital Detox,30-60m,4,Social Media/Influencers,Dark Academia/Vintage,1,1,1,0,Digital Notes,1,0,1,1,0,Thriller/Mystery,1-3,8809,662,2252,Yes,Yes,5,Recycled Wood,Yes,One-time Purchase,Maybe
RESP_0408,18-24,Tier 2,Corporate,6,Physical Books,Escape/Relax,1hr+,5,Peer Recommendations,Dark Academia/Vintage,1,0,1,1,None,0,1,0,0,1,Self-Help,0,2504,337,1723,No,Yes,2,Handloom Fabric,Yes,Monthly Surprise Box,Maybe
RESP_0409,35+,Tier 1,Corporate,5,Physical Books,Social Status,15-30m,2,Social Media/Influencers,Minimalist/Modern,0,0,1,0,Sticky Tabs,1,0,1,1,1,Sci-Fi,1-3,13337,1043,3645,Yes,No,1,Metallic,Yes,One-time Purchase,No
RESP_0410,18-24,Tier 1,Corporate,11,Physical Books,Learn/Grow,15-30m,1,Bestseller Lists,Minimalist/Modern,1,0,0,0,None,0,1,1,0,1,Thriller/Mystery,1-3,10050,944,3828,Yes,Yes,1,Genuine Leather,Yes,Monthly Surprise Box,No
RESP_0411,25-34,Tier 2,Corporate,8,Physical Books,Escape/Relax,<15m,1,Bestseller Lists,Minimalist/Modern,1,0,1,0,None,0,0,0,0,1,Mythology/History,1-3,5366,552,2034,Yes,No,3,Recycled Wood,Yes,Monthly Surprise Box,No
RESP_0412,25-34,Tier 1,Creative/Freelancer,17,Audiobooks,Digital Detox,30-60m,5,Social Media/Influencers,Dark Academia/Vintage,0,0,0,0,Dog-ear,1,0,0,0,1,Self-Help,1-3,9199,766,2690,Yes,Yes,4,Genuine Leather,Yes,Monthly Surprise Box,Yes
RESP_0413,25-34,Tier 3,Student,7,Physical Books,Social Status,15-30m,1,Bestseller Lists,Minimalist/Modern,1,0,1,1,Dog-ear,0,0,1,1,0,Self-Help,7+,3907,641,2413,No,Yes,3,Recycled Wood,Yes,One-time Purchase,No
RESP_0414,18-24,Tier 2,Creative/Freelancer,13,E-books/Kindle,Digital Detox,<15m,5,Social Media/Influencers,Dark Academia/Vintage,1,1,1,0,None,1,0,0,1,0,Romance,7+,4713,617,2378,No,Yes,2,Metallic,No,Monthly Surprise Box,Yes
RESP_0415,18-24,Tier 1,Corporate,6,E-books/Kindle,Learn/Grow,1hr+,4,Social Media/Influencers,Traditional Indian/Ikat,1,1,0,0,Sticky Tabs,1,1,0,1,1,Self-Help,4-6,172240,780,3307,Yes,Yes,4,Metallic,Yes,Monthly Surprise Box,No
RESP_0416,18-24,Tier 3,Corporate,9,Physical Books,Social Status,15-30m,2,Bestseller Lists,Minimalist/Modern,0,0,1,0,None,1,0,1,1,1,Romance,1-3,2054,587,2864,No,Yes,3,Recycled Wood,Yes,Monthly Surprise Box,Maybe
RESP_0417,18-24,Tier 1,Creative/Freelancer,12,Physical Books,Digital Detox,<15m,1,Social Media/Influencers,Minimalist/Modern,0,1,1,0,Digital Notes,1,0,1,1,1,Sci-Fi,4-6,5790,751,2854,Yes,No,3,Recycled Wood,No,Monthly Surprise Box,No
RESP_0418,18-24,Tier 1,Creative/Freelancer,12,Hybrid,Escape/Relax,15-30m,1,Peer Recommendations,Minimalist/Modern,1,0,1,0,Dog-ear,1,1,0,0,1,Self-Help,4-6,7242,774,3134,Yes,No,4,Metallic,Yes,Monthly Surprise Box,No
RESP_0419,25-34,Tier 2,Corporate,9,Physical Books,Escape/Relax,15-30m,2,Peer Recommendations,Minimalist/Modern,0,0,1,0,None,0,0,1,0,1,Self-Help,1-3,5873,512,2240,Yes,No,5,Genuine Leather,Yes,One-time Purchase,No
RESP_0420,18-24,Tier 2,Corporate,11,E-books/Kindle,Social Status,30-60m,4,Social Media/Influencers,Traditional Indian/Ikat,0,0,0,0,Digital Notes,1,0,0,0,1,Sci-Fi,7+,4135,672,2848,No,Yes,2,Handloom Fabric,Yes,One-time Purchase,Maybe
RESP_0421,18-24,Tier 1,Creative/Freelancer,9,E-books/Kindle,Social Status,30-60m,1,Bestseller Lists,Minimalist/Modern,0,0,1,0,Sticky Tabs,1,0,0,0,0,Romance,1-3,6033,637,2282,Yes,No,5,Genuine Leather,No,Monthly Surprise Box,No
RESP_0422,18-24,Tier 2,Corporate,5,Physical Books,Social Status,15-30m,2,Social Media/Influencers,Minimalist/Modern,1,0,1,0,Sticky Tabs,0,0,1,0,1,Mythology/History,1-3,2914,593,2128,No,No,1,Recycled Wood,Yes,Monthly Surprise Box,No
RESP_0423,18-24,Tier 1,Creative/Freelancer,8,E-books/Kindle,Social Status,30-60m,2,Bestseller Lists,Minimalist/Modern,1,0,0,0,Dog-ear,1,0,0,0,1,Self-Help,4-6,5999,714,2753,Yes,No,1,Handloom Fabric,No,One-time Purchase,No
RESP_0424,18-24,Tier 1,Creative/Freelancer,15,E-books/Kindle,Escape/Relax,30-60m,4,Peer Recommendations,Dark Academia/Vintage,1,1,1,0,Dog-ear,1,0,0,1,0,Sci-Fi,1-3,8169,750,3288,Yes,Yes,4,Genuine Leather,No,One-time Purchase,Yes
RESP_0425,18-24,Tier 3,Corporate,7,Physical Books,Learn/Grow,15-30m,4,Peer Recommendations,Dark Academia/Vintage,0,1,0,0,Digital Notes,0,0,1,1,1,Self-Help,4-6,162814,590,2775,No,Yes,4,Recycled Wood,No,One-time Purchase,No
RESP_0426,18-24,Tier 1,Student,15,Physical Books,Digital Detox,15-30m,2,Social Media/Influencers,Minimalist/Modern,1,0,0,0,Dog-ear,0,0,0,0,0,Self-Help,4-6,8077,833,3059,Yes,No,4,Recycled Wood,No,One-time Purchase,Maybe
RESP_0427,35+,Tier 2,Corporate,4,Hybrid,Learn/Grow,1hr+,2,Peer Recommendations,Minimalist/Modern,1,0,1,1,Dog-ear,1,0,1,0,1,Sci-Fi,4-6,5375,504,2378,Yes,No,4,Metallic,Yes,One-time Purchase,No
RESP_0428,35+,Tier 1,Student,9,Physical Books,Social Status,30-60m,5,Social Media/Influencers,Dark Academia/Vintage,0,1,0,1,None,0,0,1,1,0,Mythology/History,1-3,7678,764,3076,Yes,Yes,1,Metallic,Yes,Monthly Surprise Box,Maybe
RESP_0429,25-34,Tier 1,Corporate,12,Physical Books,Learn/Grow,15-30m,2,Bestseller Lists,Minimalist/Modern,0,0,1,0,Sticky Tabs,1,0,1,0,1,Thriller/Mystery,4-6,18674,1203,4194,Yes,Yes,2,Metallic,Yes,One-time Purchase,Yes
RESP_0430,35+,Tier 1,Student,4,Audiobooks,Digital Detox,15-30m,1,Social Media/Influencers,Minimalist/Modern,0,0,0,0,Digital Notes,1,0,0,0,1,Sci-Fi,1-3,4708,675,2651,No,No,2,Handloom Fabric,Yes,Monthly Surprise Box,No
RESP_0431,25-34,Tier 1,Creative/Freelancer,10,Physical Books,Learn/Grow,1hr+,5,Peer Recommendations,Dark Academia/Vintage,0,1,1,0,Sticky Tabs,0,0,0,1,1,Self-Help,1-3,8471,852,2999,Yes,Yes,2,Genuine Leather,No,One-time Purchase,Maybe
RESP_0432,35+,Tier 2,Corporate,8,Physical Books,Social Status,1hr+,1,Social Media/Influencers,Minimalist/Modern,1,0,0,1,Sticky Tabs,1,0,1,1,1,Mythology/History,0,3353,635,2982,No,No,3,Metallic,Yes,Monthly Surprise Box,No
RESP_0433,18-24,Tier 2,Student,9,Physical Books,Escape/Relax,30-60m,2,Bestseller Lists,Minimalist/Modern,0,0,1,1,None,0,1,1,0,0,Sci-Fi,1-3,4976,532,2102,No,Yes,5,Genuine Leather,No,One-time Purchase,Maybe
RESP_0434,25-34,Tier 2,Corporate,12,Audiobooks,Learn/Grow,15-30m,2,Social Media/Influencers,Minimalist/Modern,0,0,0,0,Digital Notes,0,0,0,0,1,Thriller/Mystery,4-6,2405,617,2547,No,No,1,Metallic,No,One-time Purchase,No
RESP_0435,18-24,Tier 2,Corporate,8,E-books/Kindle,Digital Detox,<15m,2,Peer Recommendations,Minimalist/Modern,0,0,0,0,Digital Notes,1,1,0,1,1,Romance,0,4071,596,2297,No,No,5,Recycled Wood,No,Monthly Surprise Box,No
RESP_0436,18-24,Tier 1,Other,7,E-books/Kindle,Escape/Relax,15-30m,1,Peer Recommendations,Minimalist/Modern,0,0,0,0,Dog-ear,1,1,1,0,0,Thriller/Mystery,0,5667,757,3173,Yes,Yes,5,Recycled Wood,Yes,Monthly Surprise Box,No
RESP_0437,25-34,Tier 2,Student,9,E-books/Kindle,Social Status,<15m,2,Social Media/Influencers,Minimalist/Modern,1,0,0,0,Dog-ear,1,0,1,0,0,Sci-Fi,0,2464,583,2069,No,No,4,Recycled Wood,No,One-time Purchase,No
RESP_0438,35+,Tier 1,Student,7,Physical Books,Digital Detox,15-30m,2,Bestseller Lists,Minimalist/Modern,1,1,1,0,None,0,1,1,1,0,Thriller/Mystery,7+,6759,546,2445,Yes,No,5,Recycled Wood,No,One-time Purchase,No
RESP_0439,18-24,Tier 3,Student,13,Physical Books,Escape/Relax,30-60m,4,Social Media/Influencers,Traditional Indian/Ikat,1,1,0,0,Sticky Tabs,0,0,1,1,0,Romance,0,3186,527,2626,No,Yes,4,Metallic,No,One-time Purchase,Maybe
RESP_0440,25-34,Tier 1,Creative/Freelancer,4,E-books/Kindle,Digital Detox,<15m,4,Bestseller Lists,Dark Academia/Vintage,0,1,0,1,Digital Notes,1,1,0,1,1,Romance,1-3,3635,462,1685,No,Yes,4,Metallic,No,Monthly Surprise Box,Yes
RESP_0441,35+,Tier 3,Student,4,Physical Books,Learn/Grow,<15m,5,Bestseller Lists,Traditional Indian/Ikat,0,1,0,0,Sticky Tabs,0,1,0,1,0,Mythology/History,0,5500,561,2271,Yes,Yes,3,Genuine Leather,No,Monthly Surprise Box,Yes
RESP_0442,35+,Tier 1,Other,5,Hybrid,Learn/Grow,15-30m,2,Bestseller Lists,Minimalist/Modern,1,0,0,0,Sticky Tabs,1,0,0,0,1,Romance,4-6,12654,849,3466,Yes,No,3,Genuine Leather,No,Monthly Surprise Box,No
RESP_0443,35+,Tier 1,Student,6,Physical Books,Digital Detox,1hr+,2,Bestseller Lists,Minimalist/Modern,0,0,1,0,Sticky Tabs,0,0,1,0,1,Self-Help,4-6,20122,1342,4643,Yes,No,4,Genuine Leather,No,Monthly Surprise Box,No
RESP_0444,18-24,Tier 1,Student,14,E-books/Kindle,Social Status,<15m,2,Peer Recommendations,Minimalist/Modern,1,0,0,0,Digital Notes,1,0,0,0,1,Self-Help,1-3,171857,573,2084,No,No,3,Metallic,Yes,One-time Purchase,No
RESP_0445,18-24,Tier 1,Creative/Freelancer,8,Hybrid,Digital Detox,30-60m,5,Bestseller Lists,Dark Academia/Vintage,0,1,0,0,Digital Notes,0,0,0,1,1,Thriller/Mystery,0,7695,648,2414,Yes,Yes,3,Genuine Leather,No,One-time Purchase,Maybe
RESP_0446,35+,Tier 2,Student,8,E-books/Kindle,Digital Detox,<15m,2,Social Media/Influencers,Minimalist/Modern,0,0,1,0,Dog-ear,1,0,1,0,1,Thriller/Mystery,4-6,10585,892,3210,Yes,No,5,Handloom Fabric,No,Monthly Surprise Box,No
RESP_0447,18-24,Tier 1,Creative/Freelancer,5,E-books/Kindle,Digital Detox,15-30m,4,Peer Recommendations,Dark Academia/Vintage,1,1,1,0,Sticky Tabs,1,0,0,1,0,Mythology/History,0,15438,1177,4127,Yes,Yes,1,Genuine Leather,No,One-time Purchase,Maybe
RESP_0448,25-34,Tier 1,Creative/Freelancer,10,Hybrid,Escape/Relax,<15m,1,Peer Recommendations,Minimalist/Modern,0,0,0,0,Sticky Tabs,1,0,0,0,1,Self-Help,0,9103,721,3272,Yes,No,3,Metallic,Yes,Monthly Surprise Box,No
RESP_0449,25-34,Tier 1,Creative/Freelancer,13,Audiobooks,Escape/Relax,30-60m,4,Bestseller Lists,Dark Academia/Vintage,1,1,0,1,Dog-ear,0,1,0,1,1,Romance,1-3,12843,847,2807,Yes,Yes,4,Genuine Leather,Yes,Monthly Surprise Box,Maybe
RESP_0450,18-24,Tier 2,Student,4,E-books/Kindle,Escape/Relax,30-60m,1,Social Media/Influencers,Minimalist/Modern,0,0,0,0,None,1,0,0,0,0,Mythology/History,4-6,3137,402,2130,No,No,3,Metallic,No,Monthly Surprise Box,No
RESP_0451,35+,Tier 1,Corporate,6,Physical Books,Digital Detox,30-60m,2,Peer Recommendations,Minimalist/Modern,1,0,1,0,Dog-ear,0,0,1,0,1,Mythology/History,1-3,8276,879,3326,Yes,Yes,5,Genuine Leather,Yes,Monthly Surprise Box,Yes
RESP_0452,25-34,Tier 2,Corporate,12,Physical Books,Digital Detox,30-60m,5,Bestseller Lists,Traditional Indian/Ikat,1,1,0,0,Sticky Tabs,0,1,1,1,1,Mythology/History,1-3,6577,788,2755,Yes,Yes,1,Handloom Fabric,No,Monthly Surprise Box,Maybe
RESP_0453,25-34,Tier 1,Student,6,Physical Books,Escape/Relax,15-30m,3,Social Media/Influencers,Minimalist/Modern,0,0,0,1,Dog-ear,0,0,0,0,1,Romance,0,17319,1119,4062,Yes,Yes,2,Genuine Leather,No,One-time Purchase,Maybe
RESP_0454,18-24,Tier 2,Corporate,12,E-books/Kindle,Digital Detox,15-30m,3,Social Media/Influencers,Minimalist/Modern,1,0,1,0,Dog-ear,1,1,0,0,1,Self-Help,7+,4875,632,2125,No,Yes,1,Recycled Wood,No,Monthly Surprise Box,Maybe
RESP_0455,18-24,Tier 3,Corporate,10,Hybrid,Social Status,15-30m,5,Bestseller Lists,Dark Academia/Vintage,0,1,0,1,Digital Notes,1,1,0,1,1,Sci-Fi,0,2029,547,2789,No,Yes,5,Genuine Leather,Yes,Monthly Surprise Box,Maybe
RESP_0456,25-34,Tier 1,Student,9,Audiobooks,Escape/Relax,1hr+,2,Social Media/Influencers,Minimalist/Modern,0,1,1,1,Digital Notes,0,0,0,1,1,Romance,0,8529,880,2836,Yes,Yes,1,Recycled Wood,No,Monthly Surprise Box,Maybe
RESP_0457,18-24,Tier 1,Creative/Freelancer,11,Hybrid,Escape/Relax,30-60m,4,Peer Recommendations,Traditional Indian/Ikat,0,1,0,0,Digital Notes,1,1,0,1,0,Thriller/Mystery,4-6,11558,835,3357,Yes,Yes,1,Handloom Fabric,Yes,One-time Purchase,No
RESP_0458,18-24,Tier 3,Creative/Freelancer,10,Hybrid,Social Status,1hr+,3,Bestseller Lists,Minimalist/Modern,1,1,0,0,Dog-ear,1,0,0,1,1,Sci-Fi,1-3,5258,626,2769,Yes,Yes,2,Genuine Leather,No,Monthly Surprise Box,Maybe
RESP_0459,25-34,Tier 1,Student,100,E-books/Kindle,Digital Detox,1hr+,1,Bestseller Lists,Minimalist/Modern,0,1,1,1,Sticky Tabs,1,0,1,1,0,Self-Help,1-3,6098,761,3356,Yes,Yes,1,Handloom Fabric,No,Monthly Surprise Box,Maybe
RESP_0460,18-24,Tier 1,Corporate,14,E-books/Kindle,Learn/Grow,1hr+,2,Social Media/Influencers,Minimalist/Modern,1,0,1,0,Sticky Tabs,1,0,0,0,1,Self-Help,4-6,6257,548,2567,Yes,No,5,Recycled Wood,No,Monthly Surprise Box,No
RESP_0461,25-34,Tier 1,Creative/Freelancer,9,Audiobooks,Escape/Relax,15-30m,3,Bestseller Lists,Minimalist/Modern,1,0,0,0,Sticky Tabs,0,0,0,0,0,Sci-Fi,1-3,9002,878,3396,Yes,No,4,Metallic,No,Monthly Surprise Box,No
RESP_0462,18-24,Tier 3,Corporate,10,Hybrid,Learn/Grow,30-60m,5,Bestseller Lists,Traditional Indian/Ikat,0,1,0,0,None,1,0,0,1,1,Thriller/Mystery,1-3,2286,545,2771,No,Yes,4,Metallic,No,One-time Purchase,Maybe
RESP_0463,25-34,Tier 1,Corporate,10,E-books/Kindle,Learn/Grow,15-30m,5,Social Media/Influencers,Dark Academia/Vintage,0,1,0,0,Sticky Tabs,1,0,0,1,1,Sci-Fi,4-6,4222,648,2236,No,Yes,3,Metallic,Yes,Monthly Surprise Box,Maybe
RESP_0464,18-24,Tier 2,Other,10,Hybrid,Digital Detox,15-30m,2,Bestseller Lists,Minimalist/Modern,1,0,1,1,Sticky Tabs,1,0,1,0,1,Thriller/Mystery,1-3,9074,903,3691,Yes,No,3,Recycled Wood,No,One-time Purchase,No
RESP_0465,18-24,Tier 1,Student,13,Hybrid,Digital Detox,<15m,5,Bestseller Lists,Traditional Indian/Ikat,1,1,1,0,Digital Notes,1,0,1,1,0,Romance,7+,22426,1536,4394,Yes,Yes,2,Genuine Leather,Yes,One-time Purchase,Yes
RESP_0466,25-34,Tier 1,Corporate,12,Hybrid,Learn/Grow,15-30m,5,Social Media/Influencers,Traditional Indian/Ikat,1,1,1,0,Dog-ear,1,0,1,1,1,Romance,0,8578,633,2341,Yes,Yes,3,Genuine Leather,Yes,Monthly Surprise Box,Yes
RESP_0467,18-24,Tier 2,Student,10,Hybrid,Social Status,30-60m,2,Peer Recommendations,Minimalist/Modern,0,0,0,0,Digital Notes,0,0,0,0,1,Mythology/History,1-3,5160,614,2855,Yes,Yes,5,Handloom Fabric,Yes,Monthly Surprise Box,No
RESP_0468,25-34,Tier 1,Student,9,Audiobooks,Learn/Grow,1hr+,3,Bestseller Lists,Minimalist/Modern,1,0,0,0,Dog-ear,0,0,1,0,0,Self-Help,7+,12543,1016,3256,Yes,Yes,3,Handloom Fabric,No,One-time Purchase,Maybe
RESP_0469,18-24,Tier 2,Student,10,Physical Books,Digital Detox,30-60m,1,Bestseller Lists,Minimalist/Modern,1,0,1,0,Dog-ear,0,0,1,0,0,Sci-Fi,1-3,4355,448,2523,No,No,3,Handloom Fabric,Yes,Monthly Surprise Box,No
RESP_0470,18-24,Tier 2,Corporate,7,Hybrid,Learn/Grow,30-60m,4,Peer Recommendations,Dark Academia/Vintage,1,1,0,0,Digital Notes,1,1,0,1,1,Romance,4-6,12695,1115,3900,Yes,Yes,3,Metallic,No,Monthly Surprise Box,Yes
RESP_0471,18-24,Tier 3,Creative/Freelancer,8,Physical Books,Learn/Grow,30-60m,5,Social Media/Influencers,Dark Academia/Vintage,0,1,1,1,Sticky Tabs,0,0,0,1,0,Romance,4-6,2859,378,2228,No,Yes,5,Metallic,No,One-time Purchase,Maybe
RESP_0472,18-24,Tier 1,Other,100,E-books/Kindle,Digital Detox,1hr+,1,Bestseller Lists,Minimalist/Modern,0,0,0,0,Sticky Tabs,1,0,1,0,1,Mythology/History,0,5563,633,2863,Yes,No,2,Metallic,Yes,Monthly Surprise Box,No
RESP_0473,18-24,Tier 1,Corporate,10,Physical Books,Escape/Relax,<15m,4,Peer Recommendations,Traditional Indian/Ikat,1,1,0,0,Dog-ear,0,0,1,1,1,Romance,1-3,11315,789,3423,Yes,Yes,5,Handloom Fabric,No,One-time Purchase,Maybe
RESP_0474,18-24,Tier 3,Creative/Freelancer,2,E-books/Kindle,Learn/Grow,15-30m,5,Social Media/Influencers,Dark Academia/Vintage,1,1,0,1,Dog-ear,1,0,0,1,0,Thriller/Mystery,4-6,5389,595,2161,Yes,Yes,2,Genuine Leather,No,Monthly Surprise Box,Yes
RESP_0475,25-34,Tier 1,Corporate,100,E-books/Kindle,Digital Detox,<15m,2,Peer Recommendations,Minimalist/Modern,1,0,0,1,None,1,0,1,0,1,Romance,0,4746,449,2526,No,No,1,Metallic,No,One-time Purchase,No
RESP_0476,25-34,Tier 3,Creative/Freelancer,8,E-books/Kindle,Digital Detox,15-30m,2,Bestseller Lists,Minimalist/Modern,1,0,0,1,Sticky Tabs,0,0,0,0,1,Sci-Fi,1-3,2418,539,2196,No,No,5,Metallic,No,Monthly Surprise Box,No
RESP_0477,25-34,Tier 1,Student,11,Audiobooks,Digital Detox,15-30m,4,Bestseller Lists,Dark Academia/Vintage,1,1,0,0,None,0,0,1,1,0,Sci-Fi,4-6,6899,781,3450,Yes,Yes,2,Handloom Fabric,No,One-time Purchase,No
RESP_0478,25-34,Tier 2,Creative/Freelancer,10,Hybrid,Social Status,1hr+,1,Peer Recommendations,Minimalist/Modern,1,0,1,0,None,1,0,0,0,0,Sci-Fi,4-6,4044,483,1719,No,Yes,4,Recycled Wood,No,One-time Purchase,Maybe
RESP_0479,25-34,Tier 2,Corporate,13,Physical Books,Learn/Grow,15-30m,1,Bestseller Lists,Minimalist/Modern,1,0,0,1,Dog-ear,0,0,1,1,1,Mythology/History,1-3,3987,533,2389,No,No,3,Genuine Leather,Yes,Monthly Surprise Box,No
RESP_0480,35+,Tier 1,Corporate,3,Physical Books,Digital Detox,15-30m,4,Peer Recommendations,Dark Academia/Vintage,0,0,1,0,Sticky Tabs,0,0,1,0,1,Self-Help,0,6588,794,3225,Yes,Yes,5,Genuine Leather,No,Monthly Surprise Box,No
RESP_0481,35+,Tier 2,Student,8,Audiobooks,Digital Detox,15-30m,2,Bestseller Lists,Minimalist/Modern,0,0,1,1,Dog-ear,0,0,0,0,0,Sci-Fi,0,4943,720,2334,No,No,1,Genuine Leather,No,One-time Purchase,No
RESP_0482,18-24,Tier 1,Student,5,Physical Books,Escape/Relax,1hr+,1,Peer Recommendations,Minimalist/Modern,1,0,0,0,Dog-ear,1,0,0,1,0,Mythology/History,0,6814,632,2506,Yes,No,3,Genuine Leather,No,One-time Purchase,No
RESP_0483,18-24,Tier 1,Creative/Freelancer,6,E-books/Kindle,Digital Detox,15-30m,4,Social Media/Influencers,Dark Academia/Vintage,0,1,1,0,Dog-ear,1,0,1,1,1,Thriller/Mystery,1-3,7055,730,2719,Yes,Yes,1,Metallic,No,Monthly Surprise Box,No
RESP_0484,25-34,Tier 1,Student,6,E-books/Kindle,Social Status,15-30m,5,Social Media/Influencers,Dark Academia/Vintage,0,1,0,0,None,1,1,0,1,0,Sci-Fi,1-3,11570,792,3439,Yes,Yes,2,Genuine Leather,No,Monthly Surprise Box,Yes
RESP_0485,35+,Tier 1,Other,4,Physical Books,Learn/Grow,<15m,2,Bestseller Lists,Minimalist/Modern,1,0,1,1,None,0,0,1,0,1,Sci-Fi,4-6,6465,570,2573,Yes,Yes,1,Recycled Wood,Yes,Monthly Surprise Box,No
RESP_0486,25-34,Tier 1,Student,9,Physical Books,Learn/Grow,1hr+,5,Peer Recommendations,Traditional Indian/Ikat,1,1,0,1,Digital Notes,0,1,1,1,1,Mythology/History,4-6,10256,741,2447,Yes,Yes,2,Recycled Wood,No,Monthly Surprise Box,Maybe
RESP_0487,25-34,Tier 1,Corporate,14,Physical Books,Escape/Relax,15-30m,5,Peer Recommendations,Dark Academia/Vintage,0,1,1,1,Dog-ear,0,1,1,1,1,Self-Help,7+,3825,600,2887,No,Yes,1,Handloom Fabric,No,Monthly Surprise Box,Yes
RESP_0488,18-24,Tier 1,Other,10,Physical Books,Social Status,<15m,5,Bestseller Lists,Traditional Indian/Ikat,0,1,0,1,Dog-ear,0,1,1,1,0,Thriller/Mystery,1-3,5846,725,2686,Yes,Yes,3,Handloom Fabric,No,Monthly Surprise Box,Yes
RESP_0489,35+,Tier 2,Corporate,11,Hybrid,Digital Detox,<15m,4,Peer Recommendations,Dark Academia/Vintage,0,1,1,1,Sticky Tabs,0,0,0,1,1,Thriller/Mystery,1-3,8190,731,2570,Yes,Yes,3,Handloom Fabric,No,Monthly Surprise Box,No
RESP_0490,18-24,Tier 3,Student,9,Physical Books,Digital Detox,30-60m,1,Bestseller Lists,Minimalist/Modern,0,0,0,1,Digital Notes,0,1,1,0,1,Thriller/Mystery,1-3,2218,449,2215,No,No,2,Genuine Leather,Yes,Monthly Surprise Box,No
RESP_0491,25-34,Tier 1,Student,8,Physical Books,Escape/Relax,30-60m,2,Bestseller Lists,Minimalist/Modern,1,1,1,1,Sticky Tabs,1,0,0,1,1,Thriller/Mystery,7+,10774,901,3276,Yes,No,5,Metallic,No,One-time Purchase,No
RESP_0492,18-24,Tier 1,Corporate,13,Hybrid,Learn/Grow,15-30m,1,Bestseller Lists,Minimalist/Modern,1,1,1,0,Sticky Tabs,0,1,0,1,1,Thriller/Mystery,0,6236,587,2682,Yes,No,4,Handloom Fabric,No,Monthly Surprise Box,No
RESP_0493,18-24,Tier 1,Corporate,9,Hybrid,Social Status,15-30m,4,Social Media/Influencers,Dark Academia/Vintage,0,1,0,1,Sticky Tabs,1,0,0,1,1,Romance,7+,6681,708,3255,Yes,Yes,1,Handloom Fabric,Yes,One-time Purchase,Yes
RESP_0494,25-34,Tier 1,Corporate,11,Physical Books,Learn/Grow,<15m,4,Bestseller Lists,Dark Academia/Vintage,0,1,1,1,Dog-ear,0,0,1,1,1,Thriller/Mystery,4-6,2504,616,2113,No,Yes,4,Metallic,No,Monthly Surprise Box,Yes
RESP_0495,35+,Tier 2,Student,1,Physical Books,Learn/Grow,30-60m,5,Bestseller Lists,Dark Academia/Vintage,1,0,1,1,None,0,1,1,0,0,Mythology/History,1-3,8936,738,2804,Yes,Yes,1,Genuine Leather,Yes,Monthly Surprise Box,Maybe
RESP_0496,18-24,Tier 3,Student,15,E-books/Kindle,Escape/Relax,15-30m,3,Social Media/Influencers,Minimalist/Modern,1,1,1,1,Digital Notes,1,0,1,1,1,Romance,1-3,2465,439,1692,No,No,2,Handloom Fabric,Yes,One-time Purchase,Maybe
RESP_0497,25-34,Tier 1,Other,12,Audiobooks,Digital Detox,30-60m,5,Peer Recommendations,Traditional Indian/Ikat,0,1,0,1,Digital Notes,1,0,0,1,1,Sci-Fi,1-3,7548,595,2626,Yes,Yes,2,Handloom Fabric,Yes,Monthly Surprise Box,Yes
RESP_0498,18-24,Tier 1,Student,13,Audiobooks,Learn/Grow,<15m,2,Peer Recommendations,Minimalist/Modern,1,0,0,0,Digital Notes,0,0,0,1,1,Thriller/Mystery,1-3,7163,614,2076,Yes,No,2,Recycled Wood,No,One-time Purchase,No
RESP_0499,25-34,Tier 2,Student,7,E-books/Kindle,Social Status,30-60m,5,Social Media/Influencers,Traditional Indian/Ikat,1,0,1,0,Dog-ear,1,0,0,0,0,Mythology/History,1-3,5412,659,3030,Yes,Yes,3,Handloom Fabric,No,One-time Purchase,Yes
RESP_0500,25-34,Tier 1,Student,9,Hybrid,Social Status,15-30m,4,Peer Recommendations,Dark Academia/Vintage,1,0,1,0,Dog-ear,1,0,0,0,1,Romance,1-3,9111,863,3203,Yes,Yes,1,Recycled Wood,Yes,One-time Purchase,Yes
RESP_0501,18-24,Tier 2,Corporate,8,Hybrid,Learn/Grow,30-60m,5,Social Media/Influencers,Dark Academia/Vintage,1,0,1,0,Dog-ear,1,0,1,0,1,Sci-Fi,0,11012,759,3073,Yes,Yes,4,Genuine Leather,No,One-time Purchase,Maybe
RESP_0502,35+,Tier 1,Creative/Freelancer,9,Audiobooks,Escape/Relax,15-30m,5,Social Media/Influencers,Dark Academia/Vintage,0,1,0,0,Dog-ear,0,1,0,1,0,Romance,1-3,6885,811,2755,Yes,Yes,2,Metallic,No,Monthly Surprise Box,Maybe
RESP_0503,25-34,Tier 2,Corporate,15,E-books/Kindle,Learn/Grow,15-30m,5,Social Media/Influencers,Dark Academia/Vintage,1,1,1,1,Dog-ear,1,0,1,1,1,Self-Help,1-3,2896,525,2515,No,Yes,2,Recycled Wood,No,One-time Purchase,Yes
